id,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,y
10586,22.0,66.0,67.0,1026.8,1024.2,7.0,5.0,19.0,21.1,Yes,2.4,Yes
1115,20.0,69.0,39.0,1006.9,1003.3,,,20.6,27.4,No,0.0,No
24564,6.0,98.0,83.0,,,,,14.3,16.1,Yes,3.8,Yes
10034,9.0,90.0,76.0,1016.5,1014.6,5.0,6.0,22.6,24.9,Yes,0.2,No
19248,17.0,42.0,31.0,1010.9,1006.7,,,18.0,20.4,No,0.0,No
20765,13.0,68.0,59.0,1019.8,1018.1,4.0,2.0,18.5,18.8,No,0.0,No
4424,13.0,92.0,53.0,1018.9,1014.9,,,21.6,30.2,No,0.0,No
18743,33.0,95.0,70.0,1003.5,1000.1,,,21.3,27.3,Yes,0.2,No
19264,20.0,81.0,88.0,1021.1,1014.5,,,20.1,19.6,No,0.0,No
11517,31.0,48.0,44.0,1018.5,1019.7,2.0,,14.2,18.9,No,0.0,No
14000,11.0,54.0,19.0,1023.8,1020.3,0.0,1.0,14.0,21.5,No,0.0,No
18511,30.0,93.0,85.0,1023.6,1023.7,,,11.9,15.3,Yes,69.2,Yes
9562,28.0,48.0,52.0,1013.2,1013.6,0.0,7.0,21.0,19.4,Yes,0.2,No
24710,7.0,98.0,45.0,,,,,18.8,27.3,No,2.4,Yes
7888,11.0,49.0,22.0,1031.8,1028.8,0.0,0.0,11.4,17.7,No,0.0,No
6605,19.0,87.0,68.0,1011.4,1010.0,8.0,8.0,18.7,22.8,Yes,8.6,Yes
19931,7.0,93.0,74.0,1025.4,1023.2,,,12.8,16.5,No,0.8,No
5894,2.0,80.0,62.0,1027.4,1024.5,,,13.7,18.6,No,0.0,No
6434,13.0,54.0,28.0,1023.6,1022.2,,0.0,9.3,15.2,No,0.0,No
4569,28.0,47.0,32.0,1014.0,1012.7,,,10.7,13.9,No,0.0,No
23131,19.0,88.0,83.0,1005.0,1004.1,7.0,7.0,25.0,25.6,Yes,7.0,Yes
22046,33.0,71.0,58.0,1013.6,1013.2,7.0,5.0,23.2,24.6,No,0.0,No
16342,9.0,78.0,64.0,,,6.0,6.0,19.8,22.0,No,0.0,No
12700,17.0,59.0,24.0,1017.4,1013.0,,,18.6,26.2,No,0.0,No
2406,6.0,67.0,20.0,1020.1,1015.4,,,17.7,29.7,No,0.0,No
16768,,61.0,68.0,,,4.0,7.0,22.5,22.3,No,0.0,No
3845,19.0,64.0,42.0,1011.0,1011.0,,,10.4,14.6,No,0.0,No
21136,17.0,83.0,70.0,1021.0,1019.0,7.0,3.0,18.8,20.1,No,0.0,No
20903,19.0,62.0,59.0,1018.4,1016.2,2.0,1.0,17.5,18.4,No,0.0,No
2346,9.0,65.0,60.0,1025.5,1022.2,8.0,8.0,11.7,14.8,Yes,10.6,Yes
3584,11.0,92.0,77.0,1016.8,1014.5,,,15.6,17.4,No,4.0,Yes
22676,22.0,63.0,60.0,1019.7,1018.7,4.0,2.0,19.9,21.2,No,0.0,No
14501,35.0,31.0,14.0,1010.7,1008.2,,,23.7,31.3,No,0.0,No
17378,,76.0,,,,7.0,,11.5,,Yes,1.2,Yes
24822,13.0,85.0,58.0,,,,,9.4,14.1,No,0.2,No
10378,17.0,82.0,83.0,1015.8,1013.2,1.0,8.0,24.5,22.0,Yes,1.7,Yes
17154,,73.0,,,,5.0,,23.5,,No,0.0,No
19772,19.0,69.0,64.0,1023.7,1022.7,,,24.7,27.1,No,0.0,No
5347,6.0,76.0,33.0,,,,,21.9,31.6,No,5.4,Yes
13719,7.0,50.0,29.0,1027.1,1023.0,0.0,1.0,18.5,24.0,No,0.0,No
3363,9.0,59.0,70.0,1010.7,1010.7,,,26.5,24.8,No,10.4,Yes
21955,26.0,52.0,52.0,1020.7,1017.8,7.0,6.0,16.7,18.3,No,1.2,Yes
6477,15.0,73.0,47.0,1028.0,1023.5,1.0,3.0,12.3,19.8,No,0.0,No
16119,15.0,65.0,53.0,,,8.0,7.0,18.0,20.8,No,0.0,No
8617,7.0,77.0,28.0,1025.0,1021.7,,,11.5,18.8,No,0.0,No
11227,28.0,62.0,63.0,1029.3,1028.3,8.0,7.0,17.2,18.6,No,0.3,No
11219,31.0,60.0,64.0,1019.4,1014.4,8.0,3.0,15.3,19.1,No,1.4,Yes
4353,17.0,75.0,51.0,1016.7,1014.0,,,16.3,21.8,Yes,0.0,No
17189,,62.0,,,,7.0,,26.9,,No,8.8,Yes
11345,24.0,53.0,60.0,1019.5,1018.5,,,23.6,24.6,No,0.0,No
16634,9.0,58.0,36.0,,,0.0,0.0,10.6,19.2,No,0.1,No
5540,9.0,69.0,39.0,1020.8,1016.5,,,16.0,23.6,No,0.0,No
12260,15.0,58.0,40.0,1012.6,1008.0,3.0,4.0,24.9,32.9,No,0.0,No
14530,15.0,44.0,14.0,1013.7,1008.7,,,28.7,39.7,No,0.0,No
2730,19.0,79.0,55.0,1020.6,1016.1,8.0,1.0,12.6,19.0,No,8.6,Yes
7022,22.0,62.0,30.0,1016.3,1012.9,7.0,7.0,21.1,30.1,No,1.6,Yes
21957,24.0,49.0,69.0,1022.4,1021.1,2.0,5.0,16.9,15.2,Yes,1.4,Yes
23853,9.0,53.0,29.0,,,,,13.7,21.9,No,0.0,No
21159,20.0,52.0,52.0,1022.0,1020.0,4.0,4.0,17.4,18.1,No,0.0,No
24543,9.0,76.0,53.0,,,,,16.1,21.3,No,0.0,No
711,9.0,70.0,29.0,1022.1,1019.1,5.0,,20.0,29.5,No,0.0,No
14667,20.0,50.0,29.0,1027.9,1023.1,,2.0,20.5,27.1,No,0.0,No
16219,19.0,90.0,42.0,,,4.0,4.0,18.8,27.5,No,0.0,No
4320,7.0,78.0,27.0,1024.9,1019.8,,,14.1,27.5,No,0.0,No
6950,19.0,26.0,13.0,1018.0,1013.9,7.0,7.0,24.4,30.9,No,0.0,No
8288,9.0,47.0,22.0,1029.9,1025.9,,,16.6,23.8,No,0.0,No
6516,28.0,73.0,61.0,1026.5,1023.7,1.0,6.0,6.8,10.6,No,0.0,No
18498,17.0,73.0,91.0,1023.3,1022.2,,,11.9,14.0,Yes,31.4,Yes
4993,22.0,37.0,21.0,1012.4,1008.7,,,20.3,26.9,No,0.0,No
8832,17.0,67.0,29.0,1013.0,1010.8,,2.0,25.5,35.8,No,0.0,No
9874,31.0,55.0,55.0,1024.6,1019.5,1.0,1.0,19.4,20.3,No,0.0,No
3386,11.0,44.0,22.0,1009.8,1006.6,,,18.1,27.4,No,0.0,No
17204,,74.0,,,,6.0,,21.5,,Yes,12.5,Yes
3635,19.0,90.0,92.0,1022.3,1021.6,,,11.8,13.6,Yes,7.0,Yes
501,28.0,95.0,86.0,1013.4,1008.7,8.0,8.0,17.1,18.6,Yes,17.0,Yes
17403,,94.0,,,,7.0,,13.0,,No,0.0,No
14023,13.0,76.0,33.0,1023.5,1020.7,0.0,1.0,8.3,15.7,No,0.0,No
21855,13.0,62.0,63.0,1023.8,1022.7,1.0,1.0,18.0,18.0,No,0.0,No
