Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
10,2,1,1,52693.99
7,2,0,0,93767.03
2,2,0,1,197866.55
1,2,1,0,126812.85
2,1,0,0,79503.05
2,1,1,0,129936.53
0,1,0,0,175094.62
1,2,1,1,130379.5
9,1,1,0,153228.0
10,2,1,1,111285.85
5,1,1,0,49553.38
6,2,1,1,98015.85
6,1,1,0,88481.32
5,2,1,1,66879.27
6,1,1,1,24802.77
1,1,1,0,21312.16
9,2,1,1,190263.78
0,1,1,1,72873.33
7,2,0,1,57764.65
6,1,1,0,110273.84
6,2,1,0,55500.17
0,1,1,0,57541.08
8,1,1,1,90384.26
10,1,0,0,120694.35
7,1,0,1,178028.96
2,2,1,1,180990.29
3,1,0,1,155407.21
6,1,1,0,33676.48
7,1,1,0,89666.28
5,1,1,0,127558.26
3,1,0,1,77272.62
8,2,0,1,107665.68
0,3,1,0,184044.8
10,1,1,0,91510.71
5,1,1,1,87363.56
4,1,1,0,117505.07
4,2,0,0,180626.68
7,2,0,0,93478.96
3,1,1,1,114672.64
7,1,1,1,13387.88
2,2,1,0,173240.52
2,1,0,0,27557.18
3,2,1,1,5552.37
6,1,0,0,88307.87
2,2,1,0,33879.26
5,2,1,0,181429.87
2,2,1,0,102655.31
1,1,1,1,96555.42
3,1,1,0,189366.03
5,1,1,0,12847.61
7,2,1,0,143433.33
7,1,1,0,183983.82
9,1,0,0,169137.24
4,1,1,1,163365.85
4,2,1,0,123181.44
6,1,1,1,16447.6
3,2,0,1,173948.4
1,1,1,1,192154.66
2,1,1,0,198224.38
7,1,1,0,67202.74
7,2,1,0,68789.93
3,1,0,1,147964.99
2,2,1,1,161069.73
2,1,1,1,127749.61
4,2,1,0,191914.37
9,1,1,1,185791.9
9,1,0,0,184570.04
1,2,0,1,130446.65
1,2,1,1,82867.55
6,1,1,1,187632.22
8,2,1,0,56759.79
9,2,1,0,34180.33
8,2,1,1,158545.25
1,2,1,0,182337.98
3,2,1,1,84175.34
0,1,0,1,22197.8
9,1,1,0,189641.11
10,2,1,0,154491.39
2,1,1,0,90020.74
10,2,1,0,197264.35
9,2,1,1,31933.06
0,2,1,0,8755.69
5,1,1,1,52820.13
4,1,1,1,20008.46
3,1,1,1,34607.14
8,1,1,0,177384.45
8,1,1,1,165702.64
3,2,1,0,167889.1
7,2,1,1,133122.62
10,2,0,1,140454.14
2,1,1,1,59938.81
3,2,1,0,12016.79
3,1,1,1,81251.24
7,1,1,0,134169.85
6,2,1,1,94888.6
3,2,1,1,175696.16
6,2,0,1,96758.58
5,1,1,0,128019.48
3,2,1,1,146895.36
6,2,1,1,139356.3
1,1,0,0,2923.61
2,1,0,1,121232.51
9,2,1,1,2053.42
8,1,1,1,6382.46
1,2,1,0,158750.13
8,1,0,1,74028.36
7,2,1,1,44099.75
4,1,0,1,17323.0
5,2,1,1,175043.69
2,1,1,0,146388.85
3,2,0,0,2465.8
4,2,1,1,47799.15
5,1,0,0,165562.84
3,1,0,0,72927.68
5,1,1,0,38270.47
5,2,0,0,120893.07
6,2,1,0,188377.21
10,2,1,0,55902.93
4,1,0,0,4523.74
3,2,1,1,102195.16
4,2,1,0,60843.09
5,1,1,1,25548.47
3,1,0,1,134462.29
6,2,1,1,132702.64
3,1,0,0,75698.44
8,2,1,0,105642.43
7,1,1,0,102153.75
4,1,0,1,166677.54
1,1,0,0,24218.65
6,1,0,0,117122.5
5,2,1,0,51871.95
2,2,0,1,84321.03
9,1,1,0,160213.27
2,2,1,1,88695.19
7,2,1,1,6123.15
2,2,0,1,167749.54
5,1,1,1,71638.0
10,2,1,1,198064.52
5,2,0,1,54914.92
5,1,0,0,190659.17
4,1,1,1,51637.67
7,1,1,1,119333.38
7,2,0,0,127095.14
9,2,0,0,93541.14
2,1,1,0,89289.54
1,2,0,0,108762.16
5,4,1,1,28238.25
2,1,1,1,34130.43
0,1,0,1,7926.35
5,2,1,1,27330.27
8,1,1,1,79997.14
6,1,1,0,50213.81
6,1,0,1,60920.03
4,1,0,1,197699.8
2,2,1,0,92809.73
2,1,0,1,163516.16
4,1,1,1,62449.07
4,2,1,1,115800.1
3,1,1,1,110359.68
5,1,1,1,78695.68
7,2,1,1,128378.04
3,2,1,0,155248.62
6,1,1,0,123499.27
5,2,1,1,99920.41
9,2,0,1,53289.49
9,2,1,1,67622.34
7,1,1,1,11783.1
6,2,1,0,62402.38
8,1,1,1,186235.98
7,1,1,1,79005.95
4,1,1,0,144870.28
7,1,1,1,95481.0
3,2,0,0,820.46
8,1,1,1,174777.98
6,2,1,1,8991.17
6,2,1,1,2797.27
5,1,1,0,22303.17
4,2,1,1,197562.08
2,2,1,0,23067.97
9,2,0,1,190294.12
6,1,1,0,113167.17
3,1,1,1,124777.14
4,1,1,0,124625.08
5,1,1,1,49599.27
7,2,1,1,151411.5
2,1,1,0,122964.18
9,1,1,1,57088.97
7,1,1,0,7820.78
3,2,1,0,149188.41
9,2,1,1,134638.97
7,1,0,0,184980.23
1,2,0,0,122373.42
8,1,0,0,80215.2
6,1,1,1,14081.64
3,2,1,0,199390.45
2,2,1,1,7667.48
6,1,0,0,74965.61
9,2,0,0,30583.95
10,1,0,0,149682.78
2,2,1,0,92664.09
10,2,1,1,138423.1
1,2,1,1,3148.2
0,1,1,0,197933.5
1,2,1,1,37341.17
8,1,1,1,79577.4
5,2,0,0,197602.29
4,2,1,1,87537.32
10,2,0,0,41623.59
9,1,1,0,168280.95
4,2,0,0,125986.18
9,1,0,0,548.52
1,2,1,1,96088.54
3,1,0,0,107787.42
5,1,1,0,20510.79
6,1,1,0,192026.02
4,1,1,1,118188.15
4,1,1,1,189540.95
8,1,1,1,63736.17
3,1,0,0,95740.37
3,2,1,1,127939.19
7,1,1,1,193438.69
2,1,1,1,90655.94
2,2,1,1,12067.39
8,1,1,1,54191.38
4,2,1,0,58667.16
5,2,1,1,35687.43
1,2,1,0,14288.93
9,2,1,1,247.36
8,1,1,0,78111.84
5,1,1,0,79547.39
10,1,1,1,193266.72
3,1,1,0,105028.46
0,2,1,0,116106.52
3,1,1,1,53179.21
9,2,0,0,140947.05
1,1,1,1,171837.06
8,2,1,1,123437.05
6,1,0,0,197519.66
8,2,0,0,183058.51
9,2,0,0,22710.72
10,2,0,1,69303.15
5,2,0,0,63705.9
4,1,1,0,116429.51
1,1,0,1,58381.77
8,1,1,0,177378.66
7,1,1,0,35450.53
2,2,0,0,164621.43
4,1,1,0,174435.48
1,2,0,1,94047.75
1,2,1,1,119087.25
3,1,1,1,184800.27
2,2,0,1,75035.48
3,1,1,1,62703.38
9,2,0,1,190882.69
0,1,0,1,91981.85
6,1,0,0,91881.29
4,2,1,1,7118.02
1,1,0,0,11710.4
7,1,1,1,25904.12
3,1,1,0,86911.49
7,1,1,0,10958.18
0,1,1,0,5790.9
9,2,1,1,42855.97
3,2,1,1,78915.68
6,2,1,1,81409.0
2,2,1,1,179252.73
3,1,1,0,42171.13
10,1,1,0,58965.04
7,1,0,1,102681.32
3,1,1,0,125553.52
10,2,0,0,53478.02
6,1,0,0,198376.02
6,1,1,0,105525.36
7,1,0,1,47349.0
3,2,1,0,178822.32
7,1,1,1,72127.83
4,1,1,0,163504.33
1,2,1,1,190623.02
1,2,0,0,140758.07
7,2,0,1,132374.41
10,2,1,1,53949.98
5,1,1,0,121982.73
10,2,0,0,136983.77
2,1,1,0,114371.33
5,1,0,0,62389.35
3,1,0,1,24435.77
1,1,1,1,10908.33
10,2,0,1,90977.48
9,1,1,1,81062.93
3,2,1,1,61230.83
1,1,1,1,126837.72
2,2,1,0,115668.53
5,1,1,1,38819.45
3,2,1,1,86994.54
10,1,0,0,195204.99
2,1,0,0,131301.74
8,2,0,1,100835.19
7,2,1,1,198969.78
1,2,0,0,41542.95
5,2,0,0,118272.07
5,1,1,0,69586.27
10,2,1,0,149629.13
4,1,0,1,146680.25
9,2,1,1,132809.18
6,1,1,0,28707.69
7,2,1,1,104706.29
4,2,1,0,75335.68
9,2,1,0,136827.96
7,1,1,1,139065.94
5,1,1,1,70179.91
5,2,1,0,116160.04
5,3,1,0,83008.49
8,1,0,0,188484.52
0,2,1,1,133699.82
5,1,0,1,72172.13
4,2,1,1,191057.76
5,1,1,1,48233.75
7,1,1,1,79178.31
7,2,1,1,162347.05
2,1,1,0,7611.61
6,1,1,0,88890.05
5,1,0,0,63833.09
4,1,1,1,78310.04
4,1,1,1,37898.91
8,1,0,1,179521.24
1,1,1,0,130726.96
8,1,0,0,198714.29
6,1,1,0,89543.25
6,2,0,0,2423.9
5,2,0,1,180326.83
5,3,1,0,166305.16
4,1,1,0,29883.63
6,1,1,0,192029.19
3,2,1,0,1710.89
4,1,1,0,135163.76
1,2,0,1,84927.42
1,1,1,1,149912.28
6,1,1,0,88206.04
1,2,0,1,163667.56
4,1,0,0,100153.43
7,1,1,0,32275.09
8,1,0,0,65501.91
10,2,1,0,189392.66
9,1,1,1,116069.24
8,2,0,1,139861.53
5,1,0,0,144184.06
5,2,0,1,157888.5
3,1,0,0,71911.3
2,2,1,0,45033.75
3,2,0,1,150465.93
8,1,1,0,126381.6
2,1,1,0,90189.72
6,2,1,0,122433.09
3,2,0,1,123825.83
4,2,1,1,11426.7
4,1,1,1,114951.42
9,1,0,1,184636.05
8,2,1,1,91055.27
2,2,1,0,93991.65
1,1,1,0,116511.12
9,2,1,0,190631.23
5,1,1,0,199970.74
5,2,1,0,139947.17
4,1,1,0,8816.37
8,1,1,0,135650.72
8,1,0,1,24577.34
7,2,1,1,131249.46
4,1,1,0,140126.17
2,2,1,0,168219.75
3,1,1,0,171867.08
4,1,0,0,70613.52
3,1,0,1,117946.3
2,2,1,0,84872.66
5,1,1,1,60590.72
10,1,0,1,8444.5
9,1,1,0,159132.83
5,1,1,1,76998.69
0,1,0,0,55835.66
1,1,1,0,177524.19
8,1,1,0,45985.52
7,2,1,0,60297.72
6,2,0,1,194421.12
6,1,1,0,93568.77
2,1,1,1,34702.92
7,2,1,0,54473.6
4,1,0,0,113943.17
10,1,1,0,153727.32
1,2,1,1,19116.97
5,2,0,1,112554.68
7,1,1,0,47318.75
6,1,1,0,36690.49
1,1,1,0,106918.67
8,2,0,1,194563.65
3,2,1,0,91086.73
6,2,1,1,108008.65
0,2,1,1,172363.52
9,3,0,0,178587.36
6,1,1,0,31907.44
4,1,1,0,18922.18
8,1,1,0,147222.95
0,2,1,0,1474.79
4,2,1,1,24924.92
9,1,1,1,46884.1
8,2,1,1,128918.42
6,1,1,0,105291.26
1,1,0,1,145381.65
4,2,1,1,103792.53
6,1,1,1,71121.04
7,1,1,1,52327.57
8,1,0,0,197428.64
8,2,0,0,83210.84
9,2,0,0,193099.43
5,1,1,0,193008.52
3,1,1,0,157567.37
8,2,1,0,108977.5
7,1,0,0,147759.84
5,2,1,1,27528.4
4,2,0,1,36479.27
0,1,1,0,31726.76
5,2,0,0,96398.51
8,1,1,0,139558.6
0,2,1,1,95007.8
3,1,1,1,101663.47
6,2,1,1,106197.44
3,1,1,0,48466.89
3,2,1,1,151978.36
3,1,0,1,13288.46
9,1,1,0,22666.77
2,1,0,1,102391.06
8,1,0,1,67830.2
4,1,1,1,92090.36
3,2,0,0,141023.01
10,1,1,1,104222.8
8,1,1,0,196395.05
0,1,0,1,6866.31
8,2,0,0,77737.86
6,2,0,1,106116.84
6,1,1,1,117948.0
7,2,1,1,184581.68
3,1,1,0,199378.58
9,1,0,1,12483.39
2,2,1,0,22404.64
7,2,1,1,92887.06
5,1,0,1,145157.97
5,1,1,0,134889.95
0,1,1,1,109309.29
9,1,0,1,169964.12
9,2,1,1,26327.42
4,2,0,0,55072.93
2,1,0,0,68574.88
2,2,1,1,41671.81
4,2,1,1,12409.01
6,2,0,1,68367.18
6,1,1,1,74564.41
7,1,1,0,26843.76
9,2,1,0,156774.75
1,1,1,1,46019.43
2,2,0,1,145411.39
2,2,1,1,158268.84
10,1,1,1,74637.57
7,2,1,1,28391.52
3,1,1,1,144385.54
2,1,1,0,95181.06
8,2,1,1,15627.51
9,2,0,0,148477.57
2,1,0,1,79957.95
5,2,0,0,102763.69
2,2,1,0,129654.22
2,2,1,1,40652.33
1,1,1,1,178291.09
5,2,1,0,131906.44
6,1,1,1,118607.4
5,1,0,1,13848.58
4,2,0,1,170903.4
4,1,1,1,13161.66
4,1,1,0,79304.38
10,1,1,1,121402.53
7,1,0,0,23305.01
10,1,1,0,74510.65
3,2,0,1,55601.44
10,2,1,1,134526.87
6,2,1,1,195424.01
2,2,1,1,59563.49
8,1,1,1,34595.58
5,3,1,1,60036.99
7,2,1,0,193021.49
3,1,1,1,48108.72
6,2,0,0,79082.76
3,2,1,0,37914.12
7,1,0,0,74593.84
10,1,1,0,82967.97
1,1,1,1,193441.23
8,1,0,1,191790.29
1,1,1,0,92455.96
0,1,0,0,155231.55
3,1,1,0,9217.92
0,1,0,1,87941.85
2,1,0,0,187508.06
0,1,1,0,171519.06
8,2,1,1,27012.0
1,1,1,0,70916.0
8,2,1,0,73073.68
9,1,1,1,88783.59
4,1,1,0,145524.36
2,2,1,1,21333.22
9,1,0,1,46675.51
1,2,1,0,4802.25
7,3,1,0,102975.72
7,1,1,1,175071.29
5,2,1,1,131970.86
2,2,1,0,14174.09
3,1,0,0,15378.75
7,1,0,1,179797.79
6,1,1,1,93917.68
9,1,1,1,99490.01
2,2,1,1,46415.09
10,1,1,1,151815.76
8,2,1,1,14865.05
8,1,1,1,188007.99
2,2,1,1,98175.74
1,1,1,0,106851.7
7,2,0,1,75204.21
9,1,1,0,141872.05
6,2,1,0,7103.71
6,1,1,0,9241.83
3,1,1,1,149517.71
1,2,1,1,196079.32
5,1,0,0,166165.93
9,2,1,1,55724.24
10,1,0,1,131768.98
8,1,1,1,13858.95
2,2,1,0,82774.07
2,2,1,0,55389.59
2,1,0,1,82336.73
6,2,1,1,163225.48
8,1,1,1,135536.72
1,1,0,0,82422.97
5,2,0,1,194660.78
6,1,1,0,55347.28
4,1,1,0,16717.11
9,1,1,1,160277.65
7,1,0,0,175905.97
10,1,0,1,66040.83
2,2,0,0,92198.05
3,2,1,0,134625.09
8,1,1,1,50974.57
8,1,1,0,171922.72
4,2,0,0,83058.14
4,1,1,0,188382.77
2,1,0,0,198030.24
5,2,0,0,1055.66
1,1,1,1,133173.19
8,2,1,1,189875.83
7,1,1,1,31802.92
3,3,1,1,132649.85
1,1,1,0,53067.83
5,2,0,1,961.57
2,1,1,0,71333.44
2,1,1,1,16658.76
3,1,1,1,74878.22
0,2,0,0,112104.55
5,2,1,0,48421.4
2,1,1,0,170320.58
2,1,1,0,37688.31
8,1,1,1,136592.24
9,1,1,0,48640.77
3,2,0,1,89773.45
9,2,1,0,42131.26
4,1,1,1,186523.72
2,2,1,0,41758.9
4,1,1,1,199256.98
0,1,1,1,153482.91
3,1,1,0,21177.1
7,2,0,1,138743.86
5,1,1,0,25881.0
4,1,1,0,66469.2
8,2,0,1,142670.61
7,1,0,0,103563.23
3,1,1,1,69101.23
0,2,1,0,59475.35
5,1,1,0,135287.74
2,2,1,1,38773.74
6,1,0,0,138396.32
9,2,0,1,110718.02
4,1,0,0,118545.49
1,2,1,0,123207.17
0,1,0,0,99984.86
10,2,1,0,58332.91
3,1,1,1,50906.65
0,1,0,1,127623.36
1,1,0,1,169665.79
6,1,1,0,194144.45
9,2,1,0,35673.42
7,1,0,1,177397.49
5,1,1,1,159677.46
7,2,1,0,153566.97
0,1,1,0,52411.99
9,2,0,1,79222.02
6,1,0,0,32589.89
10,1,0,1,93777.61
3,1,1,0,112549.99
9,1,0,0,191063.36
5,2,0,1,153810.41
0,1,1,0,105886.77
8,1,1,0,96131.47
2,1,0,0,15120.86
8,1,1,0,16989.77
4,1,1,1,143133.18
3,1,1,0,93336.93
7,1,1,1,9972.64
1,1,1,0,30579.82
10,2,1,1,199775.67
5,2,1,0,179908.71
1,2,1,0,101667.0
6,2,0,1,171430.16
6,2,0,0,112973.34
7,2,1,1,190746.38
5,3,0,1,187689.91
6,2,1,0,153229.19
4,1,0,1,14217.77
2,2,1,1,64849.74
1,1,0,1,160122.66
2,4,1,1,138160.11
8,2,1,1,64286.39
1,3,1,1,80178.54
6,1,1,0,101319.76
8,1,1,0,92794.61
7,2,1,1,63708.07
6,2,1,0,110782.88
4,1,0,0,10779.69
1,2,1,0,183289.22
3,1,1,0,66526.01
1,1,0,1,123697.95
9,1,1,1,155700.15
9,2,0,1,82081.35
9,2,1,0,121747.96
3,2,1,1,172810.51
0,1,0,0,159584.81
7,1,1,1,108402.54
9,1,0,1,77330.35
5,1,1,0,21007.96
6,1,1,1,9398.45
3,2,0,0,182156.81
3,2,0,0,110525.6
3,1,1,0,51536.99
5,2,1,0,49722.34
6,2,1,1,66119.07
6,1,1,1,37160.28
2,2,1,0,197923.05
4,1,0,1,65166.6
7,2,0,0,49326.07
8,2,1,1,42495.81
7,1,1,1,148087.62
6,1,0,0,9641.4
4,2,1,1,164844.37
5,1,0,1,132959.33
9,1,1,1,135088.58
2,2,1,1,4441.54
4,1,0,1,174916.85
6,2,1,1,1795.93
9,2,0,0,180249.94
8,2,1,1,153604.44
3,1,1,1,189703.65
6,2,1,1,66393.89
1,1,1,1,30709.03
6,2,1,1,71009.84
6,2,1,0,143049.72
8,2,0,1,1561.58
5,2,1,0,49707.85
0,2,0,1,29837.65
2,2,0,0,9041.71
9,2,0,1,198017.05
5,1,1,0,143481.85
6,1,1,1,146372.51
5,2,0,0,101905.34
2,1,1,0,134767.13
3,2,1,1,103573.96
9,2,0,1,139259.54
5,2,1,0,187776.49
2,1,1,0,8059.44
2,1,1,0,124354.92
9,2,0,1,109135.11
2,2,1,1,82222.86
1,1,0,1,136767.16
9,2,1,0,155516.35
8,2,1,1,144584.29
4,2,1,0,164806.89
8,2,0,1,109153.04
4,2,1,1,86190.34
1,1,1,1,106040.97
6,1,1,1,168008.17
3,2,1,0,33350.26
4,1,1,1,119565.34
2,2,0,0,188492.82
5,1,1,0,165378.66
2,1,1,1,14178.73
2,1,1,1,97847.05
6,3,1,1,118959.64
6,2,1,1,50664.07
1,2,0,0,152996.89
7,2,1,0,19458.75
3,1,1,0,115268.86
3,2,1,0,25843.7
3,2,1,0,147662.33
7,2,0,0,134878.34
0,2,1,0,35795.85
5,2,1,0,66462.79
6,1,1,1,69578.49
1,2,0,1,103182.46
5,1,0,1,177017.39
6,2,1,0,53217.3
9,1,1,1,162756.29
8,1,0,1,42181.68
5,1,0,1,31714.08
5,2,0,0,25017.28
1,2,1,0,104272.04
3,2,1,0,84300.4
4,1,0,0,136877.24
1,2,1,1,199409.19
1,1,0,0,163147.99
9,2,1,0,136497.28
5,1,0,0,10070.4
9,1,1,0,190068.53
5,2,1,1,58309.54
5,2,1,1,76946.6
8,1,1,1,54129.86
10,2,1,1,52990.7
5,1,0,1,161854.98
10,1,1,1,172141.33
9,2,0,1,124429.19
5,1,0,0,24983.39
5,2,0,1,86699.98
9,1,0,0,125440.11
7,1,0,0,9443.15
3,1,1,0,195877.06
9,1,0,1,105409.31
2,2,1,0,100403.05
0,1,0,1,48502.88
5,1,0,0,47019.66
5,2,1,1,48249.88
7,3,1,1,84358.71
0,1,0,1,145986.35
10,1,1,0,88550.28
2,1,1,0,3061.0
8,2,1,1,43196.5
4,1,1,1,55775.84
8,1,0,0,134077.71
4,2,0,1,198490.33
10,2,1,1,116052.92
4,1,0,1,123202.99
2,1,1,1,85129.77
6,2,1,0,180598.86
7,1,1,0,198694.2
5,1,0,0,42934.43
3,1,0,0,114793.45
8,2,1,0,63297.7
3,1,0,0,61820.41
7,2,1,0,102246.0
9,2,0,0,154882.79
6,2,1,0,140723.05
7,1,1,0,72852.74
0,1,1,1,85733.33
1,2,0,1,162597.15
4,1,1,0,74379.57
2,1,0,1,173117.22
8,2,1,1,66485.26
6,2,1,1,92811.2
8,2,0,1,46635.11
7,1,1,1,124830.11
8,1,1,1,167087.34
7,1,0,1,163625.56
10,2,1,1,172129.26
7,2,1,0,163141.18
0,2,0,0,94003.11
3,1,1,1,138351.68
8,2,0,1,34164.05
7,1,1,0,97794.71
5,2,1,0,75786.55
10,1,1,0,136812.02
5,1,1,1,84361.72
1,1,1,1,2766.63
5,2,1,0,163185.76
5,1,1,0,180598.28
8,2,0,1,69849.55
1,2,1,1,19921.72
4,2,0,1,147606.71
2,2,1,1,126160.24
6,1,1,0,47046.72
7,1,1,0,143668.58
3,1,1,0,152577.62
1,1,1,0,191350.48
9,2,1,1,14234.31
4,1,1,1,77906.87
4,2,0,1,57320.92
1,4,0,0,27145.73
2,4,1,1,26912.72
1,1,1,1,26476.18
6,1,0,1,79329.7
9,1,1,0,13464.64
3,2,1,0,114149.8
2,2,1,1,135171.6
4,1,0,0,1187.88
6,1,1,0,184564.67
0,2,1,1,33391.38
8,1,1,0,9238.35
7,1,0,0,28029.54
8,1,1,1,42790.29
10,3,1,1,77142.42
5,2,1,1,146219.9
8,2,1,0,70127.93
4,2,1,0,132104.76
6,1,1,1,90437.87
7,2,1,1,113926.31
9,2,1,1,12050.77
6,1,1,0,64345.61
4,1,1,1,199242.65
2,2,0,0,75578.67
2,1,1,0,43435.43
5,1,0,0,183239.71
6,1,1,0,146213.75
2,1,1,1,40315.27
8,1,1,0,16966.73
2,2,1,0,80608.12
5,1,0,1,19233.41
1,2,1,0,135382.23
8,1,1,1,80410.68
5,1,1,0,17696.22
9,2,1,0,17974.08
2,1,1,1,180712.28
7,2,1,1,56323.21
4,2,1,1,77550.18
9,2,1,1,166957.82
9,1,1,1,184243.25
10,2,1,1,114072.91
5,2,1,0,153917.41
3,3,1,0,4176.17
6,1,1,1,142963.29
3,2,0,1,76844.23
6,1,0,0,159742.33
8,1,1,0,177944.64
10,1,1,1,166678.28
4,2,1,0,44904.26
6,1,1,0,10625.91
8,1,0,1,169781.45
5,2,0,1,49848.86
10,3,1,1,51467.92
1,2,0,0,735.79
1,2,0,1,182495.7
4,2,0,1,118740.37
3,2,1,0,13813.24
3,1,0,0,130500.65
1,2,0,1,14152.15
4,1,1,0,66963.15
9,1,1,1,93261.69
0,1,0,0,196582.28
2,1,1,0,43024.64
5,1,1,1,130001.13
1,1,1,0,12106.82
3,2,1,1,42556.33
1,2,1,1,197961.93
4,1,1,0,12538.92
2,1,1,0,35140.49
5,2,0,1,117626.9
6,1,1,0,62454.01
4,2,1,1,109089.04
4,2,0,1,142331.39
4,1,1,1,193209.11
4,1,1,1,47832.82
3,2,1,1,70174.03
2,2,0,0,176768.59
6,2,1,1,129392.75
8,2,1,1,97893.32
2,2,0,1,176142.09
4,2,1,0,114093.73
1,1,1,0,158323.81
10,2,0,1,25514.77
5,1,0,1,61513.87
10,1,1,1,59553.34
7,2,1,0,110253.2
5,1,0,0,148769.08
9,1,0,1,8236.78
9,1,0,1,11407.58
4,2,1,1,49684.09
3,2,0,1,68064.83
0,1,1,1,163911.32
6,1,1,0,944.41
6,2,0,1,185547.71
10,1,1,0,140509.86
3,1,0,1,164652.02
9,1,1,0,73641.86
1,1,1,1,40321.87
6,2,1,0,173844.89
1,2,1,1,145613.17
9,1,1,1,174971.64
4,2,1,1,131834.75
3,1,1,0,110498.1
5,2,0,0,196241.43
3,2,1,1,194667.92
5,2,1,0,83093.25
9,2,1,1,52545.24
7,2,0,0,59571.5
1,2,1,1,99818.31
7,2,0,1,172967.87
10,2,1,1,178616.73
1,1,0,1,159649.44
5,1,1,0,60941.27
9,2,1,0,178342.63
10,2,1,0,191545.65
9,1,1,1,117977.45
5,1,0,1,49637.65
7,1,1,0,13921.82
2,1,1,0,173197.12
9,1,1,1,137696.25
6,1,0,1,80698.54
3,2,1,0,73018.74
5,1,1,1,79649.62
3,2,0,0,166194.53
2,3,1,0,102530.35
3,1,1,0,74265.38
8,1,0,1,125898.39
7,1,1,1,83681.2
7,2,1,1,99505.75
0,1,1,1,92748.16
5,1,1,0,28092.77
2,1,1,1,126145.08
8,1,0,1,188593.98
2,1,1,1,56410.17
2,2,1,1,84694.49
6,2,1,1,195429.92
6,2,1,1,137898.57
1,1,0,0,78774.36
6,2,1,0,148779.41
6,1,0,0,35300.08
8,2,1,1,197077.36
8,1,0,0,70140.8
3,2,1,0,196288.46
8,1,1,0,1557.82
8,2,1,0,23970.13
5,2,1,1,180243.56
0,1,0,1,148977.72
3,1,1,0,39934.41
7,1,1,1,133031.96
4,1,1,1,52856.88
5,2,1,1,937.15
7,2,0,1,193022.44
1,1,0,0,37490.84
7,2,1,1,111558.7
5,4,1,0,5669.31
8,1,0,0,68106.29
8,1,1,0,101834.58
10,2,0,1,73151.25
3,2,1,1,37196.15
6,1,0,0,7819.76
2,2,1,1,23129.46
3,1,1,1,189680.79
4,3,1,1,66586.56
0,2,1,1,2920.63
8,1,1,1,87684.93
7,2,1,1,199418.02
1,2,0,1,28515.17
2,2,1,1,92916.53
10,2,0,0,198313.69
4,1,1,0,36308.93
5,1,1,1,41730.37
2,2,1,1,31399.4
8,2,0,0,60192.14
8,2,1,0,29062.25
4,2,1,1,28805.09
5,1,1,0,133814.28
9,2,1,0,151902.78
4,1,1,1,167376.26
3,1,1,1,31022.56
1,1,1,0,188997.08
2,2,0,1,2085.32
0,2,0,1,70399.71
9,1,1,1,195771.95
2,1,0,1,166475.44
7,1,0,0,84106.17
2,1,1,0,81436.68
1,1,1,1,83256.26
8,1,1,0,117523.41
5,2,0,0,79476.63
7,1,1,1,173052.19
9,2,0,0,100995.68
7,1,1,1,122782.5
2,1,1,1,11631.34
5,1,1,1,168303.55
8,3,0,0,9308.1
7,1,1,0,153157.97
5,1,1,1,75408.24
9,1,1,0,153356.8
2,1,1,0,152987.42
0,1,1,1,5557.88
4,1,1,1,194313.93
8,2,1,0,94767.77
7,2,1,0,1540.89
1,1,1,1,5036.39
9,1,1,1,71776.76
5,1,1,1,23481.69
9,1,1,1,143022.31
1,1,0,1,161407.48
1,1,0,0,125939.22
5,2,1,1,76611.33
6,1,1,0,136985.08
8,2,1,0,140937.91
2,1,1,0,48161.18
8,2,1,1,130041.45
8,2,1,0,91652.43
6,1,0,0,125961.48
9,2,1,1,73225.31
9,2,1,1,20460.2
10,3,1,0,81602.02
3,2,1,1,8742.91
5,2,0,0,145789.71
3,2,0,0,129576.99
7,2,1,1,190040.29
6,1,1,0,87771.06
4,2,1,0,39519.53
9,1,1,0,190035.83
6,2,1,1,148948.52
3,1,1,0,184691.77
2,1,1,1,143458.31
0,2,0,1,27166.75
5,1,0,1,159456.87
5,1,1,1,70454.79
1,1,0,1,95421.0
8,2,1,0,187985.85
8,1,1,1,92621.9
5,1,0,1,150836.98
8,2,1,1,90177.3
3,2,1,1,34416.79
5,1,0,0,85231.88
2,2,1,1,118983.18
7,1,1,0,111868.23
1,1,1,1,83056.22
8,2,1,0,1676.92
4,2,1,0,32089.57
9,1,1,1,13455.43
1,1,0,1,24865.54
7,2,1,0,117644.36
3,3,0,0,98897.32
2,4,0,1,106174.7
8,1,1,1,46386.37
8,2,1,1,185054.14
10,1,0,1,47997.39
8,1,1,0,130846.79
4,1,0,1,40861.55
8,1,1,0,171840.24
3,1,1,1,101455.07
8,3,1,0,90747.94
4,1,0,1,2048.55
7,2,1,1,84421.34
5,2,0,1,78698.09
3,1,1,1,168544.85
5,1,1,1,39351.64
0,1,0,1,28204.98
7,2,1,0,22375.14
4,2,0,1,134942.45
2,1,1,1,134901.57
4,1,0,0,8693.8
3,1,0,0,42437.75
7,1,0,1,5893.23
4,1,0,1,36242.19
10,1,0,1,90076.85
7,1,1,0,150507.43
2,2,0,0,87422.15
5,1,1,0,192867.4
3,1,1,1,175674.01
1,1,1,1,72496.05
4,1,1,1,145250.43
1,1,1,1,180712.52
5,1,1,1,180622.43
10,1,1,0,86306.75
2,2,1,0,150156.82
